시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,사용가능상품권,홈페이지주소,공중화장실보유여부,주차장보유여부,개설연도,전화번호,데이터기준일자,제공기관코드,제공기관명
청량리청과물시장,상설장,서울특별시 동대문구 왕산로33길 16,서울특별시 동대문구 제기동 635-35,매일,37.5802698222,127.0424243199,154,농산물+수산물+가공식품+음식점,,,Y,Y,1960,070-7722-1650,2024-07-22,B553077,소상공인시장진흥공단
청량리농수산물시장,상설장,서울특별시 동대문구 경동시장로 22,서울특별시 동대문구 제기동 629-2,매일,37.5809191729,127.0408795724,123,농산물+수산물,,,Y,Y,1970,,2024-07-22,B553077,소상공인시장진흥공단
청량리전통시장,상설장,서울특별시 동대문구 경동시장로2길 49-3,서울특별시 동대문구 청량리동 773,매일,37.5806195178,127.0436059929,70,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,N,N,2003,02-3295-4555,2024-07-22,B553077,소상공인시장진흥공단
회기시장,상설장,서울특별시 동대문구 회기로25길 11,서울특별시 동대문구 회기동 57-220,매일,37.5909701503,127.0549791279,67,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1980,,2024-07-22,B553077,소상공인시장진흥공단
이경시장,상설장,서울특별시 동대문구 휘경로 53,서울특별시 동대문구 휘경동 151-3,매일,37.5945971683,127.0665576787,13,축산물+음식점,,,N,N,1974,,2024-07-22,B553077,소상공인시장진흥공단
남성사계시장,상설장,서울특별시 동작구 동작대로29길 8,서울특별시 동작구 사당동 88-3,매일,37.4881601088,126.9815647786,129,농산물+축산물+수산물,,,Y,Y,1960,02-536-3002,2024-07-22,B553077,소상공인시장진흥공단
남성역골목시장,상설장,서울특별시 동작구 사당로 16가길 19,서울특별시 동작구 사당동 267-4,매일,37.4829878697,126.9723253310,66,농산물+축산물,,,N,Y,1960,070-4015-8396,2024-07-22,B553077,소상공인시장진흥공단
상도전통시장,상설장,서울특별시 동작구 상도로 37길 62,서울특별시 동작구 상도동 467-2,매일,37.4987447072,126.9521014680,73,농산물+축산물,,,Y,Y,1970,02-824-3747,2024-07-22,B553077,소상공인시장진흥공단
성대시장,상설장,서울특별시 동작구상도로102,서울특별시 동작구 상도동 324-1,매일,37.4997469952,126.9319147818,46,의류+가정용품,,,Y,Y,1979,,2024-07-22,B553077,소상공인시장진흥공단
성대전통시장,상설장,서울특별시 동작구 국사봉1길 41,서울특별시 동작구 상도동 324-68,매일,37.4992177530,126.9308567134,100,농산물+축산물+수산물,,,Y,Y,1979,02-822-4456,2024-07-22,B553077,소상공인시장진흥공단
공덕시장,상설장,서울특별시 마포구 만리재로 19 공덕동,서울특별시 마포구 공덕동 256-10,매일,37.5447947900,126.9532582000,35,가공식품+신발+음식점,,,Y,N,1974,02-719-5060,2024-07-22,B553077,소상공인시장진흥공단
마포시장,상설장,서울특별시 마포구 마포대로6길 16 만리재로 23 공덕동,서울특별시 마포구 공덕동 256-5 256-30,매일,37.60641102,127.0946782,100,농산물+수산물+가공식품+가정용품+음식점,,,Y,N,1977,02-719-5060,2024-07-22,B553077,소상공인시장진흥공단
망원동월드컵시장,상설장,서울특별시 마포구 망원로7길 3 31 망원동,서울특별시 마포구 망원동 424-7,매일,37.5587314479,126.9050808579,50,농산물+축산물+수산물+가공식품+가정용품+음식점,,,Y,N,2006,02-322-6656,2024-07-22,B553077,소상공인시장진흥공단
망원시장,상설장,서울특별시 마포구 망원로8길 3 70 망원동,서울특별시 마포구 망원동 486-37,매일,37.5571574161,126.9059941469,80,농산물+축산물+수산물+가공식품+가정용품+음식점,,https://mangwonsijang.modoo.at,Y,Y,2006,02-335-3591,2024-07-22,B553077,소상공인시장진흥공단
마포농수산물시장,상설장,서울특별시 마포구 월드컵로 235 성산동,서울특별시 마포구 성산동 533-1,매일,37.5651993471,126.8984828426,142,농산물+축산물+수산물+가공식품,,,Y,Y,1998,02-309-6456,2024-07-22,B553077,소상공인시장진흥공단
아현시장,상설장,서울특별시 마포구 아현동 굴레방로 7길 8,서울특별시 마포구 아현동 327-40,매일,37.5564068416,126.9550808059,148,농산물+축산물+수산물+가공식품+가정용품+음식점,,,Y,N,2013,02-364-3600,2024-07-22,B553077,소상공인시장진흥공단
백련시장,상설장,서울특별시 서대문구 가재울로6길 53-87 남가좌동 백련시장아파트,서울특별시 서대문구 남가좌동 345-4,매일,37.5770014300,126.9231010000,68,농산물+축산물+수산물+가공식품+신발+가정용품+음식점,,https://100market.modoo.at,Y,Y,1993,,2024-07-22,B553077,소상공인시장진흥공단
연희사러가,상설장,서울특별시 서대문구 연희맛로 23 연희동,서울특별시 서대문구 연희동 131의 1,매일,37.5324676,126.7244843,31,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1971,,2024-07-22,B553077,소상공인시장진흥공단
영천시장,상설장,서울특별시 서대문구 통일로 189-1 영천시장,서울특별시 서대문구 영천동 323,매일,37.5703343000,126.9618476000,138,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,N,1960,02-343-5350,2024-07-22,B553077,소상공인시장진흥공단
유진상가,상설장,서울특별시 서대문구 홍은동 통일로 484,서울특별시 서대문구 홍은동 48-84,매일,37.40707482,126.6935182,61,농산물+가공식품+의류+신발+가정용품+음식점+가전,,,Y,Y,1970,,2024-07-22,B553077,소상공인시장진흥공단
포방터시장,상설장,서울특별시 서대문구 포방터길 43,서울특별시 서대문구 홍은동 9-123,매일,37.5986709500,126.9488969000,88,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1960,02-396-3835,2024-07-22,B553077,소상공인시장진흥공단
인왕시장,상설장,서울특별시 서대문구 인왕시장길 24 홍제동,서울특별시 서대문구 홍제3동 298-7,매일,37.44364609,126.7056298,96,농산물+축산물+수산물+가공식품+음식점,,https://www.instagram.com/inwang_sijang/,Y,Y,1972,02-394-8989,2024-07-22,B553077,소상공인시장진흥공단
고척근린시장,상설장,서울특별시 구로구 고척로 40길 19,서울특별시 구로구 고척동 269-1,매일,37.5019571115,126.8511198914,68,농산물+가공식품,,,Y,Y,1990,02-2060-7504,2024-07-22,B553077,소상공인시장진흥공단
고척골목시장상점가,상설장,서울특별시 구로구 중앙로8길 10 고척동,서울특별시 구로구 고척동 51-10,매일,37.5033750952,126.8627092742,72,농산물+축산물,,,Y,N,1980,,2024-07-22,B553077,소상공인시장진흥공단
남구로시장,상설장,서울특별시 구로구 구로동로26길 41,서울특별시 구로구 구로2동 730-52,매일,37.4902084731,126.8864323813,184,농산물+축산물+가공식품,,,Y,Y,1970,02-855-8509,2024-07-22,B553077,소상공인시장진흥공단
구로시장,상설장,서울특별시 구로구 구로동로22길 17-4,서울특별시 구로구 구로동734-17 2층,매일,37.4896300535,126.8856198031,154,농산물+의류+수선집,,,Y,N,1962,02-868-1452,2024-07-22,B553077,소상공인시장진흥공단
별빛남문시장,상설장,서울특별시 금천구 시흥대로 144길 17,서울특별시 금천구 독산동 984-10,매일,37.4737666965,126.9004240299,108,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1970,02-868-9727,2024-07-22,B553077,소상공인시장진흥공단
비단길현대시장,상설장,서울특별시 금천구 독산로 27길 52,서울특별시 금천구 시흥동 828-45,매일,37.4577265125,126.9048773857,185,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+노래방 안경원 부동산,,,Y,Y,2007,02-802-7720,2024-07-22,B553077,소상공인시장진흥공단
은행나무시장,상설장,서울특별시 금천구 금하로 25길 9 지하1층,서울특별시 금천구 시흥동 828-45,매일,37.4513182400,126.9093491000,52,농산물+축산물+수산물+가공식품,,,N,Y,1966,02-802-5514,2024-07-22,B553077,소상공인시장진흥공단
대명여울빛거리시장,상설장,서울특별시 금천구 시흥대로 212 시흥동,서울특별시 금천구 시흥동 889-13,매일,37.4527730800,126.9016494000,233,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1977,02-808-0811,2024-07-22,B553077,소상공인시장진흥공단
공릉동도깨비시장,상설장,서울특별시 노원구 동일로180길 37,서울특별시 노원구 공릉1동 566-20외 65필지,매일,37.6226903684,127.0762492829,109,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,N,Y,1977,02-976-4143,2024-07-22,B553077,소상공인시장진흥공단
상계중앙시장,상설장,서울특별시 노원구 상계로 27길 32,서울특별시 노원구 상계동 389번지 일원 49필지,매일,37.6599602053,127.0698632849,80,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1975,070-4141-1116,2024-07-22,B553077,소상공인시장진흥공단
신도봉시장,상설장,서울특별시 도봉구 도당로 27길 60,서울특별시 도봉구 도봉동 611,매일,37.6700152469,127.0411236917,160,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1974,,2024-07-22,B553077,소상공인시장진흥공단
방학동도깨비시장,상설장,서울특별시 도봉구 도당로 13가길 17 2층,서울특별시 도봉구 방학동 633-15,매일,37.6659412742,127.0362061886,88,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1982,02-954-1225,2024-07-22,B553077,소상공인시장진흥공단
쌍문시장,상설장,서울특별시 도봉구 도봉로113길 20,서울특별시 도봉구 쌍문동 94-29,매일,37.6483673978,127.0329679745,68,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,N,N,1983,,2024-07-22,B553077,소상공인시장진흥공단
백운시장,상설장,서울특별시 도봉구 삼양로154길 30,서울특별시 도봉구 쌍문동 495-80,매일,37.6554957675,127.0148849037,64,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,https://xn--3h3b05ilpdula.com,N,N,1970,,2024-07-22,B553077,소상공인시장진흥공단
창동신창시장,상설장,서울특별시 도봉구 덕릉로 57길 17,서울특별시 도봉구 창동 578-47,매일,37.6394351440,127.0374554908,76,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1978,,2024-07-22,B553077,소상공인시장진흥공단
창동골목시장,상설장,서울특별시 도봉구 덕릉로58길 16,서울특별시 도봉구 창동 557-45 일대,매일,37.6384011658,127.0391453937,59,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,https://changdongmarket.modoo.at,Y,N,1970,02-900-4900,2024-07-22,B553077,소상공인시장진흥공단
답십리시장,상설장,서울특별시 동대문구 답신리로51길 4-1,서울특별시 동대문구 답십리2동 66-17,매일,37.55941779,126.9762212,79,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,N,1970,02-2216-9888,2024-07-22,B553077,소상공인시장진흥공단
답십리현대시장,상설장,서울특별시 동대문구 전농로 4길 38,서울특별시 동대문구 답십리동 967-5,매일,37.5667821027,127.0586487521,78,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1970,070-7788-4435,2024-07-22,B553077,소상공인시장진흥공단
답십리건축자재시장,상설장,서울특별시 동대문구 고미술로 49,서울특별시 동대문구 답십리동 483번지 일대,매일,37.5674598501,127.0534875240,117,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+도소매,,,N,N,,02-3394-8820,2024-07-22,B553077,소상공인시장진흥공단
청량리수산시장,상설장,서울특별시 동대문구 고산자로 34길 48의1,서울특별시 동대문구 용두동 20-1,매일,37.5780728183,127.0409508087,118,수산물+가공식품+음식점,,,Y,N,1979,02-967-4210,2024-07-22,B553077,소상공인시장진흥공단
이문제일시장,상설장,서울특별시 동대문구 이문로 200,서울특별시 동대문구 이문동 250-1,매일,37.6043326771,127.0625430128,25,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,N,1972,,2024-07-22,B553077,소상공인시장진흥공단
전곡시장,상설장,서울특별시 동대문구 한천로 190,서울특별시 동대문구 장안동 108-5,매일,37.5778159852,127.0684697515,15,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,N,1975,,2024-07-22,B553077,소상공인시장진흥공단
전농로터리시장,상설장,서울특별시 동대문구 전농로 15길 7,서울특별시 동대문구 전농동 295-52,매일,37.5781443527,127.0570279250,99,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,N,1974,02-217-1231,2024-07-22,B553077,소상공인시장진흥공단
서울약령시장,상설장,서울특별시 동대문구 약령중앙로26,서울특별시 동대문구 제기동 1082,매일,37.5806004145,127.0375866441,976,농산물+가공식품,,,Y,Y,1960,02-969-4763,2024-07-22,B553077,소상공인시장진흥공단
경동광성상가,상설장,서울특별시 동대문구 고산자로 464,서울특별시 동대문구 제기동 917,매일,37.5809910501,127.0388095301,85,농산물+축산물+수산물+가공식품,,,Y,N,1960,02-965-1601,2024-07-22,B553077,소상공인시장진흥공단
사거리시장,5일장,전라남도 장성군 북이면 사남북길 22,전라남도 장성군 북이면 사거리 717-3,1일+6일,35.4276787388,126.8072629118,57,농산물+축산물+수산물+의류+신발+음식점,,,Y,Y,1964,061-394-3796,2024-07-22,B553077,소상공인시장진흥공단
사창시장,5일장,전라남도 장성군 삼계면 사창로 81-2,전라남도 장성군 삼계면 사창리 482-44,2일+7일,35.2603987208,126.6630711471,36,농산물+축산물+수산물+가공식품+의류+신발+음식점,,,Y,Y,1998,,2024-07-22,B553077,소상공인시장진흥공단
황룡시장,5일장,전라남도 장성군 황룡면 삼월길 5,전라남도 장성군 황룡면 월평리 151-1,4일+9일,35.2916851722,126.7738897873,120,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1964,,2024-07-22,B553077,소상공인시장진흥공단
용산시장,5일장,전라남도 장흥군 용산면 용인길 4,전라남도 장흥군 용산면 인암리 800-1,1일+6일,34.6149108800,126.9153133000,7,농산물+가공식품+의류+음식점,,,Y,Y,1992,,2024-07-22,B553077,소상공인시장진흥공단
